@relation output_tweet_blind

@attribute topicazo {apple,google,twitter,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
google,?,'BuzZz Google Wallet Introduction Video http t co Q00gYwQH Google Wallet'
apple,negative,'apple battery life suck on iOS 5'
twitter,?,'Where is Twitter'
microsoft,negative,'RT amarsanghera The fact that Microsoft are using a QRCode alongside one of their colour code shows the format is failing opinions'
google,?,'Calling all speed demons Galaxy Nexus http t co 7OyVuqdq android google'
twitter,?,'Twitter NYERRR'
google,?,'Uiiii Yo Quisiera Ser Tuu GOOGLE'
microsoft,negative,'nicholi57 yuvalz MobileBurn lets s wait and see if it interests ppl MeeGo does No one likes Microsoft we are just forced fed WPs'
twitter,?,'Put your twitter on autopilot and let it gain followers for you http t co hze1TqAl TeamFollowBack Twitter autopilot 1000aday 13'
google,?,'RT twandroid Request desktop site fonction tr s sympa google nexusprime'
twitter,?,'kk eu queria muito mudar meu BG aqui do twitter D'
microsoft,?,'RT RomanKrd Microsoft Management Summit 2011 russia microsoft'
twitter,?,'A Dormiir Deskanseeeen sue en duermaan ricoo Twitter OFF'
microsoft,negative,'How Apple eclipsed Microsoft http t co KxboqsKj'
apple,?,'New macbook is too sick apple'
google,?,'Ice Cream Sandwich u r really delicious Can ditch iPhone for u that s for sure Google launches Android4 aka IceCreamSandwich'
microsoft,?,'Ballmer Necesitas ser un cient fico para manejar Android http t co 7iEeAtNR Microsoft Steve Ballmer SteveBallmer Windows Phone'
google,?,'Introducing Galaxy Nexus Simple beautiful beyond smart http t co qaMj3MeR android ICS google samsung'
google,?,'I love how it syncs your Chrome bookmarks with your phone icecreamsandwich google'
apple,?,'iPhone 4 S now RESERVATION only if you want to buy it in an apple store tomorrow you have to reserve online after 9pm tonight'
microsoft,?,'Fico impressionado como qualquer software microsoft fode com meu Mac'
apple,?,'RT Apple Yea our stores are open 7 days a week RT Wasalu Flora Me too RT DJ BMONEY iPad iPhone 4s My Christmas gifts to my self'
google,?,'RT Formateate Tendremos nueva interfaz de google calendar'
apple,?,'Dancing bear apple store Lincoln center http t co XBmjUpMq'
microsoft,?,'This is how charity works these days http t co 839klkFH billgates philanthropy microsoft'
apple,?,'POLL http t co tZBleGaQ Q Should Microsoft consider making its own hardware for Windows like Apple does Microsoft Windows Appl'
microsoft,?,'Microsoft y el nuevo Omnitouch convierte cualquier superficie en pantalla tactil http t co TkgcW6y8'
google,?,'TeamGoogleNexus RT B Y Google Samsung Perfect Icecream sandwich GalaxyNexus'
microsoft,?,'Microsoft acquisition of Skype has closed http t co Vbr0CPKr Will it be integrated this with technology like Exchange and Outlook'
google,?,'iphone users i reaaly feel sorry for you after i saw ice cream sandwich Android today Google apple Android iPhone'
twitter,?,'ese poco de pensamientos y frases de manes en twitter son pura pendejadas me imagino que no cumplen con ninguno'
twitter,?,'Puta pero da Wueba dormirse Bueno mejor sigo en Twitter jejeje'
twitter,?,'DesirePoulain Ya vi que si le entendiste al Twitter D'
google,?,'GalaxyNexus es presentado oficialmente http t co dwUWIYWC Conoce los detalles del nuevo tel fono de Google'
google,negative,'MrTonySays I tried to Google the word Visigoth and apparently Google didn t know either cause my phone froze'
apple,?,'Dear apple can I still use iWeb for my mobileme website if I convert to iCloud with my Apple ID for mail and iCal help dtv thanks'
google,?,'Android Google Android Beam finally makes NFC social http t co P9PMpCFl DhilipSiva'
google,?,'http t co Izh7KaiU google nexus prime lt 3 android'
microsoft,?,'Listening to Doug Leland Microsoft big data guru Social media impact huge not just data wise but within tools to manage data gartnerSYM'
apple,?,'Las aplicaciones m s populares para iPhone v a AppleWeblog http t co m68Tzn1K iphone apple'
apple,?,'I want everybody on earth to iMessage me Is there anyway the world can iMessage me without giving them my phone number Apple'
apple,?,'Apple has a pic of Steve Jobs on their home page Honor'
google,?,'RT twandroid Des boutons virtuels google nexusprime'
microsoft,?,'Microsoft Windows Phone Mango http t co 1JqdUCjr'
microsoft,?,'Spot Premiere Microsoft feiert die Produktfamilie Erste Arbeit von Crispin Porter Bogusky Micr http t co KKUAWLc7 microsoft'
apple,?,'Dear apple yesterday you sucked Today you re awesome Thanks LP Apple store crash and burn mich ave store'
apple,?,'Still a line apple store Hillsdale mall 94402 http t co wzVxNz8E'
twitter,?,'Being able to share our thoughts with the world is awesome gt gt Hooray for Twitter'
microsoft,?,'GripmetICT 10 nov in de GrolschVeste met oa Citrix VMware Microsoft RES Dell Meer info kijk op http t co O78JjLC1'
microsoft,?,'Steve Ballmer Android r komplicerat WP7 r l tt http t co 6Kn1Ocgg ios microsoft wp7'
apple,?,'OK apple your accessories policy is out of hand I need a powered line in to use the mic Are you KIDDING ME'
microsoft,?,'Read how SunGard IntelliMatch achieved 53 in performance 50 mill transactions in lt 25 mins Intel HP Microsoft http t co 2i1k64wx'
twitter,?,'I m goin 2 bed TWITTER dead tonight'
google,?,'Android Google Ice Cream Sandwich Feature Closer Look Redesigned Lock Screen And Virtual Button Bar http t co FqsPN4An DhilipSiva'
twitter,?,'Bienvenida a twitter adyalessio asi q christianstraw afetati Zul3Rivera den Follow please X q hubo un error d dedo hace un rato'
google,?,'Great hardware and great new version of Android I want it now API is available now at least Google Android ICS Development'
microsoft,?,'and we were just told what a microsoft minute is it is 95 sconds 1 second which is from 1 to 10 minutes'
apple,negative,'Houston we have a problem My iPad has been restoring for 12 hours after installing apple IOS5 This can t be right'
microsoft,?,'microsoft http t co vRfOSqtB'
google,?,'Google Reveals the Details of Android OS 4 0 Samsung Galaxy Nexus http t co KyxuNP8I google android samsung'
twitter,?,twitter
microsoft,?,'Microsoft news SQLServer licensing will be different from december2011 Office365 and Azure will be available in Algeria in 2013'
twitter,?,'GN Twitter Homies'
twitter,?,'Your Twitter followers either like you for your sense of humor or sex appeal'
twitter,?,'Twitter ya vale 8 000 mdd http t co gqxbJO7J 4 1 millones de habitantes en M xico tienen una cuenta'
google,?,'google The server encountered an error and could not complete your request'
microsoft,?,'SPOED Op zoek naar een Support Engineer HBO Microsoft sharepoint SQL Ben jij analytisch klantgerich cont http t co 5VqqQABY'
twitter,?,'http t co TyjUGsnQ Twitter'
apple,?,'Por fin Adobe para iOS al parecer Apple se reconcilia en esta nueva gesti n'
google,negative,'1 RT tah med the background is SO horrible for this stream Samsung Google NexusPrime they should ve seen what Adobe did at AdobeMAX'
apple,?,'MacBook Pros constrained new models appear in Apple s inventory system apple macbookpro http t co blGr9Ue5'
twitter,?,'jajajajaja PTM Gigo si tuvieras Twitter llegar a a poner todas las idioteces que dices jajajajaja EpicWin'
apple,?,'He asked Siri where s the hoes at she told him where the nearest escorts were I love apple'
google,?,'Hey google You lied android 4 0 platform is not up as a link yet But I found it http t co v5WG698V ics sdk'
microsoft,?,'RT TCMagazine Microsoft talks about the Start menu search in Windows 8 http t co P8Go0gkS microsoft search start windows8'
microsoft,?,'RT deolindoo viva Microsoft o google para e copiar a apple e copia o wp7 de tao bom que Incrivel como a interface metro esta ali'
google,?,'Con algunos hiccups durante la presetnaci n de Android 4 0 pero todo pinta genial Muy bien ah Google Samsung GalaxyNexus'
apple,?,'Apple how fun wouldn t it be if it was possible to integrate soon to be named with notifications'
microsoft,?,'Oferta Empleo Product Manager de Soluciones IT http t co xfZicBqO trabajo marketing microsoft'
apple,negative,'DAMN YOU apple'
twitter,?,'Me voy un rato del twitter y todo lo que me entero al volver'
google,?,'China Machado I was googling earlier the women that resembles my momma iphoneartists conceptualart google http t co TZvjaQlI'
twitter,?,'Saino Aki Twitter'
twitter,negative,'People should be more interesting on facebook and twitter at midnight I m getting bored'
apple,?,'apple readyfor5 0 1 http t co M2FqakYr'
apple,?,'At Apple HQ'
microsoft,?,'Zero day exploits are low in number but pose big threat experts say http t co Tk7i6fw4 Microsoft ITsecurity'
microsoft,?,'WesleyBackelant Indeed I survived sqlpass sqlkilt and a couple of vendor evenings I spared sqlkaraoke my great voice microsoft'
google,?,'Funny how samsung didn t have the facebook app on their galaxynexus demo but instead had google LOOL'
twitter,?,'gud mrng twitter all my frnds too'
apple,?,'Hell yes Got my contacts back Thanks apple'
apple,?,'WIREDInsider beautiful yes though it simply reminds me of apple s spinning wheel of death clock reinvented http t co tJcJAqfl'
microsoft,?,'Microsoft tnjuter ju trots allt fortfarande en liten gnutta respekt i branschen S varf r r Steve Ballmer kvar'
microsoft,?,'Cyclone II 1 0 2 http t co n6LR23KJ c microsoft music'
twitter,?,'Ya tengo sue o y ma ana madrugo DDD HastaMa ana TweetOff Pstd Twitter produce insomnio y es tan Pocesivo e e bye siguemeytesigo'
microsoft,?,'More Colorful Photos Of Nokia s First Windows Phone Just Leaked http t co sU4l744v nokia wp7 microsoft windowsphone7'
twitter,?,'5 DECOPIC CNET Japan http t co xghcsgx5 twitter'
apple,?,'These cos are worth billions Apple Facebook Google Amazon and they are battling for consumers http t co 4WxPCH9h via fastcompany'
twitter,?,'Put your twitter on autopilot and let it gain followers for you http t co hze1TqAl TeamFollowBack Twitter autopilot 1000aday 9'
google,?,'android El nuevo Android de Google Galaxy Nexus con Ice Cream Sandwich 4 0 Menuda madrugada del 19 de http t co wjCcDIAb google'
google,?,'14 Android Eclipse sdk Google'
microsoft,?,'Intervate wins the portals and collaboration partner of the year 2011 Microsoft techedafrica'
apple,?,'http t co CvEKdOIQ line at Apple northpark dallas mall 4GSiPhone'
google,?,'Why are manhole covers round Google autocomplete'
twitter,?,'Chucha me equivoque perd n cierto que twitter es ATP'
google,?,'New Galaxy Nexus OS Improvements Data Usage tools inbuilt nexus samsung google android bit ly nEJbyE'
twitter,?,'Niemiecki rz d uruchomi w rod w asny kana na YouTube Wiadomosci 24 Niemiecki rz d uruchomi w r http t co n6Wp2QZv twitter'
twitter,?,'Put your twitter on autopilot and let it gain followers for you http t co hze1TqAl TeamFollowBack Twitter autopilot 1000aday 29'
google,?,'RT twandroid Le panorama est tr s sympa et peut tre coup tout moment google nexusprime'
microsoft,?,'Great now Skype is a part of Microsoft stack http t co vZfUv9OI'
microsoft,?,'Op weg 020 meeting microsoft Ben benieuwd naar stavaza MD traject people managers Morgen vlieg ik USA voor re nie Class 86'
apple,negative,'Ugh WTF is up with all the bottlenecks paypal apple'
google,?,'Okay its officially a sausagefest here thursdays it really makes no sense based on the feedback from google Moving on'
microsoft,?,'non conductive surface become multitouch touch gestures microsoft windows 7 nui apps http t co Ygpnusfv'
twitter,?,'Its new Theme after Updates have to b use with it Though I like Old theme of Twitter for Android'
apple,negative,'This RT bonkoif Looks like Apple did not appropriately project the resources needed for Siri Not very reliable'
google,?,'Updated live wallpaper Virtual buttons that disappear when you are in full screen mode More awesome widgets Android Google'
apple,negative,'Wisconsin Mommy apple that s terrible I hope you get an apology'
google,?,'On Google then go here http t co K6BggvDx GPlus Googleplus Google teamfollowback socialnetwork'
microsoft,?,'Estudio Microsoft vende m s http t co 1VfC5PH1 microsoft tecnologia tic IT'
microsoft,?,'OmniTouch el nuevo invento de Microsoft permitir usar un teclado en cualquier superficie http t co Rf9moB8q'
microsoft,?,'RT tinkengil hm ja genau Microsoft http t co lQjuq0s7 hatte ich auch schon'
google,?,'Advertising Blog Today s blog covers the IGen and Google s Parisian Love Debating with smarch323 for your votes http t co x3JY4b2L'
google,negative,'ICS introduces Facial recognition to unlock phone however the demo didn t go as planned http engt co q2KeC7 Google Goof up Android'
apple,negative,'what is going on with all my Apple products First my iPad freezes still is frozen and then my iPhone won t turn on techieTroubles'
twitter,?,'Seremos pelotudos pero somos una bocha Twitter'
apple,?,'Apple has lunched its new OS iSO 5'
microsoft,?,'Wauw Enorm inspirerende dag gehad op het Microsoft kantoor over socialmedia en erp Dank aan JudithEva'
google,?,'Google y samsung tienen todo para romperla con AndroidIceCreamSandwich smartphoneNFC GalaxyNexus'
google,?,'Google encrypts searches http t co q8inLdFy Google'
apple,negative,'RT JimMcNiel if apple does not resolve the Siri network issues they will need to rename a great product to Sorri Who else is havin'
apple,?,'opinion Samsung need to be careful in Apple patents issues it looks a lot like you learned a lot by making their chips'
microsoft,?,'Microsoft s Ballmer Trashes Android Touts Skype http t co VkFnwmTJ microsoft skype android'
microsoft,?,'Nokia 800 aka Nokia Searay renders http t co NwI63GhB wp7 nokia microsoft mango'
microsoft,?,'OMG Microsoft Sharepoint is actually working Thanks to my excellent colleague William'
apple,?,'Dear Apple If I make love to iCloud will ALL THE THINGS have my babies'
apple,?,'Proof that my dad loves my sis more RT AnnaCorinne16 woke up to my dad at my door w my new iphone he surprised me went to apple'
apple,negative,'apple pls launch Siri on iphone4 Disappointed after spending hours for upgrading to iOS5'
google,?,'Seriously Why do I still find the yellow pages ph book at my doorstep These days I just google it on my iphone'
google,?,'Addicted to this new game tripletown on Google'
google,?,'Pas mieux o RT g123k kikitoutdur devant ICS google nexusprime'
apple,negative,'AsimRang apple umber the desktop app is wack though'
apple,negative,'I m suspecting Apple timed the health decline of my iPhone 4 perfectly with the iPhone 4s release My battery is seriously ailing'
apple,negative,'Dear Apple Contacts you are terrible I just cleaned duplicates for 3 hours and they magically reappeared Fix it'
twitter,?,'GN TWITTER'
apple,?,'iPhone 4S 8MP camera It s a SONY http t co BIqBEhTb sony apple apple iphone4S cameras'
microsoft,?,'What s new in the Microsoft world after bldwin Find out at DevReach in Europe Register at'
google,?,'Just googled what it means if your eyelid twitches Answer your tired I think its time for bed thanks Google'
microsoft,?,'Learned a new word BLOB regarding to Microsoft SharePoint moving docs from the database to a fileserver vmworld VMworld2011'
apple,?,'ChArEnCe RaMoS apple jane heiMachO tintin Julielmo new followers na follow back ko na po kayo'
twitter,?,'getn off gn twitter'
apple,?,'Kan Samsung och Apple sluta sl ss om kunderna i r ttssalen och med v rldens b sta produkter ist llet s blir det mycket b ttre'
microsoft,?,'dmo it cloud Cloud Computing Google Microsoft Ballmer il software as a service la vera sfida del momento http t co vZICdHFW'
microsoft,?,'Bob Om ey bwana what is hehehe Happy birthday my broda enjoy najua mostlikely umelink na manerds dennisbett Mwashinsky Microsoft'
twitter,?,'Lmao RT MissAyunnaaa Well that s my que bye Twitter oomf finna start quotin lines from ATL lol'
microsoft,?,'RT iphone4S nerd Microsoft s Ballmer Android phones are boring overcomplicated http t co xyM8fxD0 via BGR'
microsoft,?,'downloading CTP3 of Microsoft SQL2012 to play around http www microsoft com sqlserver en us default aspx'
twitter,?,'Ya chao twitter'
twitter,?,'Somos 2 Intao DehTavares que tem o Twitter HAHA'
microsoft,negative,'RT sander koers Google Apps vs Microsoft Office 365 it is clear that Google Apps should be the top choice http t co OySZmjVi in'
google,?,'Data Usage Nada mais de aplicativos para monitorar tr fego de Dados icecreamsandwich galaxynexus google samsung'
google,negative,'Presentation fail Google Samsung'
google,?,'WebGL infinite bookcase UI http t co bvu1qtkT google'
google,?,'Good To Read Google steps up its privacy game launches Good To Know ZDNet Oct 18 google http t co qKthMjwo'
apple,?,'moda modalnho apple store starring ichiro REPEAT PATTERN COFFEE SHOPS moda http t co zbI6rZ5s'
google,?,'AsiaClassifiedToday Parkson to list retail arm in S 200 mln Singapore IPO source Reuters Parks http t co AadDaQA7 asia google'
microsoft,?,'Wenn Microsoft eine touchf hige Office Suite f r iOS rausbringen w rde w re ich sehr entz ckt'
apple,?,'Apple do not buy an iPhone 4s that isn t in the store THEY ARE NOT MADE YET AND DEFRAUDING YOU'
twitter,?,'Me tok bolber a komprar la aplicacion de twitter x q c abia trabado S'
microsoft,?,'Exciting news Microsoft Names Metalogix a Managed Partner in the High Potential ISV Group http t co rHkqYXo2 sharepoint'
apple,?,'Does the iPhone4S no longer have that stupid network lost pop up possibly the most annoying thing ever that you cannot turn off apple'
twitter,?,'Mejorar la calidad de la educaci n A la se ora ministra le bastaria los 140 caracteres de twitter para explicar su grandiosa reforma'
microsoft,?,'RT ITOostNederland GripmetICT 10 nov in de GrolschVeste met oa Citrix VMware Microsoft RES Dell Meer info kijk op http'
twitter,?,'Twitter is hella funny when got people on here you grew up with lmao'
apple,negative,'Dear Apple Congratulations I am suing my insurance company and you just managed to make it to the top of my shit list Ineedthosepictures'
microsoft,negative,'I gave a try to Windows 8 Dev Preview and it was good but the UI is way too messy right now waiting for the Beta microsoft windows8'
google,?,'Like traditional VC firms Google Ventures makes its investment decisions solely google ventures spencer http t co TBGqSFos'
twitter,?,'yeah im gon twitter but fuck wit me'
microsoft,?,'H per microsoft lager ny releasepartyguide for mango greatsuccess'
microsoft,?,'Microsoft Natural Ergonomic Keyboard 4000 Review http t co blz7dtsy'
apple,?,'boothelk did you know the first apple home computer to use a mouse was called the lisa'
apple,?,'apple http t co awASwV5u'
microsoft,?,'HEUTE Microsoft Office 2010 Home Student Product Key Card 1 User statt 149 nur 89 99 http t co 3QXy2Zo4'
twitter,negative,'for some reason twitter isnt allowing me to see my tweets that got retweeted'
twitter,?,'Yo no toy en Twitter hoy ando cansada'
twitter,?,'twitter and Facebook gone get sumbody beat up mane everybody b so reckless'
apple,negative,'Hey guys at Apple WTF is happening to iPhone4 with iOS5 suddenly fade to black and begin to vibrate continuously I had to reboot it'
apple,negative,'twitter can you look at problem on iPad where it won t open messages It just crashes the app You too apple maybe your fault'
google,?,'google must b having sum underlying reasoning 4 naming products after eatables eclair gingerbread icecream rawadosa android'
apple,?,'apple in Austin domain location umbrellas are nice but being staffed properly would be better'
twitter,?,Twitter
microsoft,?,'RT pimpjuicewow 2pi ou p di on ak resp ou so ou pap janm jwn li ankor kelkeswa app ou genyen an Mac Android e Microsoft c menm ja'
google,?,'Se jodi iOS5 con Android 4 0 Ice Cream Sandwich Bendito seas Google'
apple,?,'fail i guess apple didnt notify these clowns that the iPhone5 isnst out yet http t co 2yCDNt1B'
microsoft,?,'Objetivo de las PC con Windows de Microsoft para estas vacaciones home honchos y media moderates http t co C1Nm8mHU'
microsoft,?,'That was a good one commercial microsoft'
twitter,?,'Buenas Noches a Todos Llego mi momento Momento Twitter de reflexiones y analisis Pensamientos encontrados en lo profundo de la noche'
microsoft,?,'Nuove funzioni e qualche aggiustamento Microsoft rilancia su Hotmail Microsoft continua http t co JafjT8UB'
microsoft,?,'RT HPC Guru LINQ to HPC Microsoft closes in on delivering its own Hadoop competitor http t co rsRmJPob dryad BigData via mary'
google,?,'Galaxy Nexus Google Android Samsung the dream team http t co R5juJSBr'
apple,negative,'Frustrated that I bought a new macbook pro from apple only to find it doesnt ship with media expensivepaperweight'
twitter,?,'RT DicasECommerce Use o Twitter Profissionalmente Dicas E Commerce e Renda Extra http t co k6yAfacy Twitter Blog Ecommerce'
google,?,'Google does away with Buzz http t co uqMIQbBT SearchEngine Search SocialNetworking Social Network'
microsoft,?,'Microsoft giving away free Windows Phones with a 499 purchase http t co K2qYY9ex Microsoft Windows Phone'
google,?,'SamsungGalaxyNexus google android http t co GIhTHeIJ'
apple,?,'Mommy gaga Win an Apple iPod Touch and get the Pampers Hello World Baby Memories App http t co qEATNMpI PampersHelloApps'
google,?,'rianru Google Samsung Android 4 0 Ice Cream Sandwich http t co HvtFSCXz'
microsoft,negative,'Dear Microsoft I should only have to hit the Windows update button once when manually running updates not 4 or 5 times sysadmin'
twitter,negative,'Licia0321 Damn what the hell I think my Twitter might need a damn Exorcist'
apple,?,'bassponton iphoneclub kpn iphone apple ja En dan heb je voor dat geld ook nog een datalimiet'
google,?,'google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http t co Ac8JPjPK'
google,?,'Google Me'
apple,?,'Apple MacBook Air satiliktir'
twitter,negative,'dear twitter twitter FIX YOUR SHIT we cant see our retweets or mentions'
google,?,'Does Ice Cream Sandwich have a private browsing mode for you know me time google android'
google,?,'Recap Google will host G South Africa in JHB on 3rd and 4th November http t co A88ZBr2O google'
apple,?,'apple you got me I m now invested MacBook Pro next year Time to get on selling more of my android gear'
microsoft,?,'Microsoft en el futuro Kinect y su tecnolog a avanzada http t co kjiGyuFr'
apple,negative,'Oh just fuck you apple Already gt iPhone 5 on schedule for summer launch http t co Ofh9PTaG via BGR'
microsoft,?,'Gartner BI 2011 Microsoft and Oracle http t co ujN5j8dW Gartner BI Oracle Microsoft'
twitter,?,'Twitter Of'
google,?,'Virage Success Story Harvard Business School pdf ebook http t co dNpFlXxB google'
twitter,?,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow GabeMoormanLaw AshliSeumanu953 pamperedplay'
apple,?,'Just realized Apple doesn t even have Apple on lock This dude R J Pittman waiting for thee fattest check'
twitter,?,'Put your twitter on autopilot and let it gain followers for you http t co hze1TqAl TeamFollowBack Twitter autopilot 1000aday 1'
microsoft,?,'RT sanjeevgadre Ballmer says that Microsoft dodged a bullet when it failed to acquire Yahoo in 2008 Wish 1 of my ex employers was'
apple,?,'Apple Users Get The official Kalifornia Cavi App on your Apple Device now on powered by Apple Download it free http t co HlGnvlRw'
twitter,?,'twitter tiene la mala costumbre de ponerce bno cuano yo me voy'
apple,negative,'total time on the phone with apple 1 hour 27 minutes let s see how this goes'
twitter,?,'RT SomalyMam You follow me on twitter Like my Foundation on facebook http t co acaP03y9 Together we can stop humantrafficking'
apple,?,'Is leaving Steve s photo on the apple home page what he would really want In his honor let s get back to innovation Eh mark newton'
microsoft,?,microsoft
microsoft,?,'RT dmolim Microsoft http t co vkXG7AZ5'
twitter,?,'Giiz arg yo me quedare en twitter'
microsoft,?,'Vos mises jour ne s installent pas Posez vos questions sur Microsoft Windows Update sur le site de support ici http t co tazYoDb8 IT'
microsoft,?,'Ha ha rotfl SteveBallmer haalt uit naar android http t co RQk2AnSM achterhoede gevecht v microsoft'
microsoft,?,'Microsoft Stores giving away free Windows Phone devices with 499 spend http t co YEVwfL4N microsoft windows'
google,?,'Affan Fact They still do everything better though google'
microsoft,?,'Not sure how I feel about the Black Keys playing at the U Village Microsoft store Guess they are getting paid that s good Microsoft'
microsoft,?,'Die Apple Story heute Abend in DOK auf SF1 war ziemlich beeindruckend R I P Stevejobs doch wo w re Apple heute ohne Microsoft'
microsoft,?,'Steve Ballmer Says Luck Kept Microsoft From Buying Yahoo In 2008 http t co 9sDNmC0Y Microsoft Yahoo'
twitter,?,'From my blog changingdiapers Party Summary Winners List http t co QfZHtNJs twitter upcomingparty'
apple,?,'davidcohen Sounds like 2nd day strategy isn t working We got ours yesterday in and out in no time Apple staff awesome efficient'
google,?,'Article discussing how the four great tech companies will compete in the marketplace http t co YFWF9iye Apple Google Facebook Amazon'
apple,?,'Quiero migrar Apple'
google,?,'Reconnaissance Faciale de ouf l p google android'
apple,?,'Hey Apple pretty much all your products are amazing You blow minds every time you launch a new gizmo That said your hold music is crap'
apple,?,'A brick n mortar Google store Coming soon to London US next Copying Apple business model http t co l4VTHsv5'
twitter,?,'Camilokas Valelokas Twitter s y mi LalyLoka Hasta ma ana Qe tengan lindos Son increibles LQM Mil bss'
twitter,?,'RT frizzy drizzy iTaylor Simpson u post on twitter to much like ery 5 sec Damn'
google,?,'En estooos ultimooos dias Mi p gina mas visitadaaa en internet es Google'
microsoft,?,'Microsoft Eres uno de los millones de usuarios en r iesgo de sufrir un ataque de malware de http t co eJkelj3l MicrosoftLatam'
microsoft,?,'Parece que hotmail is down Microsoft'
twitter,?,'Twitter Off A Mimir Tempranitoo Muahh Los Quiero A Todos Que Duerman bn'
google,?,'RT Eleconomistanet Impulsor de Facebook Sean Parker resta importancia a la amenaza de Google http t co EnQtXsfv'
microsoft,?,'RT marcfletcher Intervate wins the portals and collaboration partner of the year 2011 Microsoft techedafrica'
google,negative,'Too bad google didn t have a tribute graphic for DennisRitchie'
google,?,'Looking at some of the new features of ICS it looks like Google got some inspiration from CyanogenMod'
microsoft,?,'MS Outlook Quick Access Toolbar How to customize http t co VzkEdZaC tips microsoft'
google,?,'Android Google Android 4 0 Ice Cream Sandwich SDK now Available for Download http t co Fue4VXxe DhilipSiva'
google,?,'GO GO GO Ice Cream Sandwich developers Android SDK r14 is LIVE http t co OeUrmtLX Google'
apple,?,'NoVaTyler Foreverfit4u amazing how quickly apple went down the poop tube It couldn t have 2do w operator error sarcasm Still apple'
apple,negative,'RT JDougyJ hey apple do you wanna fix my fucking playlist order you piece of shit'
twitter,negative,'Wtf is a tweet sounds like tha dam cartoon network tweeted tweeter twitter twitterer'
twitter,?,'maffer rdz jajaja asu encerio qe si me ganas yo no tantos y eso qe casi odo el dia checo Twitter D'
microsoft,?,'EIndelijk Google Ice Cream Sandwich Goodbye Microsoft and Apple'
twitter,?,'Nee heb je vast de tweets gemist tussen ecoumans mij Jou zal ik zeker nomineren RT dretoorn Zo ben weer bij twitter'
twitter,?,'The DJ Show welcome to twitter my friend hashtags'
twitter,?,'3 razones por las que Twitter mejora la escritura http t co MBbzZGOR'
apple,?,'http t co EVItL2eO KentStoffels MArioMUssolini iOS Notch Apple'
apple,?,'KeepnUpWitTBoyd AppStore iTunesMusic they fixed a bug Thursday after I had done my update Thus my issue spent Fri apple iOS5'
twitter,?,'RT netteo81 RT nine oh SIMPLY DA BEST ON TWITTER MY TWEEPS jbdancingmachin EpicQuotesOrg gowhitedawg cont http t co rcpe86Bw'
microsoft,?,'Creating Pareto charts using Microsoft Excel http t co OFXuNqhY'
twitter,?,'De regreso al mundo Twitter'
twitter,?,'LOVATICS Wanna be in a fan book for ddlovato let me know and ill send wat needs2b in it via twitter'
google,?,'WEirDOsRunSHIT lol google'
google,?,'7 Lessons Learned Running an SEO Agency Posted by neilpatelThis post was originally in YOUmoz and http t co AU0k5sWY seo google'
google,?,'Android 4 0 Ice Cream Sandwich announcement round up android google http t co L5m9uwD7 neowin'
google,?,'in the theater there are are a good 300 ppl here guae google dubai http t co OjykYcfo'
apple,negative,'If apple doesn t fix iOS5 this week I m buying a droid emptythreats'
apple,?,'apple thanks for fixing this http t co wTj1ogDO'
microsoft,negative,'I have concluded having used it since March that Windows 7 Ultimate is a complete catastrophe Mr Gates you have lost the plot Microsoft'
twitter,?,'Marbelle30 Esta familia de twitter cada vez crece mas y mas r pidamente estas en 71 406 seguidores y estoy seguro que ser n muchos mas'
microsoft,?,'diegofrancesco Grazie Diego Contattaci pure quando vuoi per qualsiasi informazione sul mondo Microsoft AC'
google,?,'Google releases an Infinite Digital Bookcase http t co FbvZq8Yp by MeghanKel'
microsoft,negative,'I so wish that SteveBallmer from Microsoft would have to swallow his words about Yahoo http t co XSJGIfop'
twitter,?,'o twitter pedi no que esta pensando agora se fosse pra mim s falar isso iria ficar escrevendo o dia inteiro milena milena mi qw s2'
twitter,?,'RT MattMarcheski AlexMufferi twitter gt facebook'
google,?,'Android Beam Compartilhamento de aplicativos links multimidia e contatos via NFC icecreamsandwich galaxynexus google samsung'
microsoft,?,'We have had a great time at TechEdAfrica thanks to all the sponsors delegates Microsoft and mimecastsa'
microsoft,?,'Learn how to keep Microsoft Exchange costs low today at 11am Pacific Win with Microsoft and NetApp Webcast http t co 3NJAayMp'
apple,negative,'Wow iCloud s mail is down 1st the iOS 5 upgrade issues and now this I really hope this isn t apple without Steve Jobs'
google,?,'Android 4 0 GALAXY Nexus 11 AV Watch http t co MzTgzn1u google'
twitter,?,'NOSSA OOOOOOOO j n basta aquela BALEIA CHATA DO TWITTER agora tem tartaruga rsrsrss q merda'
google,?,'O M G Google is nuts with ICS and this new phone'
google,?,'Le panorama est tr s sympa et peut tre coup tout moment google nexusprime'
microsoft,?,'RT NeowinFeed Steve Ballmer slams Android microsoft steveballmer http t co GQqyQbaG neowin'
microsoft,?,'Microsoft headquarters tomorrow Blogalicious beblogalicious'
microsoft,?,'Alguien puede explicarme si Android tiene un rayo de esperanza con algun otro smartphone o tablet frente a Microsoft'
google,?,'New Galaxy Nexus OS Improvements Built on Ice Cream Sandwich version of Android nexus samsung google android bit ly nEJbyE'
twitter,?,'Unipamplona las clases empiezan el 24 de octubre Espefifiquen en los 140caracteres del twitter no coloquen enlaces que no abren'
